Student_ID,Department,Graduation_Year,CGPA,Internship,Placement_Status,Company,Job_Role,Salary_LPA,Location
STU0288,Computer Science & Engineering,2023,8.47,Yes,Placed,Wipro,Software Engineer,4.25,Pune
STU0289,Computer Science & Engineering,2024,7.41,No,Placed,Infosys,Data Analyst,6.68,Bangalore
STU0290,Civil Engineering,2025,7.58,No,Placed,IBM,Software Engineer,10.97,Bangalore
STU0291,Computer Science & Engineering,2025,8.81,Yes,Placed,Accenture,Software Engineer,5.19,Chennai
STU0292,Information Technology,2023,8.79,Yes,Placed,Accenture,Full Stack Developer,5.04,Bangalore
STU0293,Electronics & Communication,2023,8.04,Yes,Placed,Cisco,Software Engineer,15.59,Bangalore
STU0294,Electronics & Communication,2024,7.5,Yes,Placed,TCS,Software Engineer,4.7,Bangalore
STU0295,Information Technology,2026,7.91,Yes,Placed,JP Morgan,Software Engineer,16.64,Chennai
STU0296,Information Technology,2025,7.52,Yes,Placed,IBM,Software Engineer,6.55,Pune
STU0297,Civil Engineering,2024,7.76,Yes,Placed,TCS,Cloud Associate,6.51,Hyderabad
STU0298,Computer Science & Engineering,2025,7.03,No,Unplaced,,,,
STU0299,Mechanical Engineering,2025,7.02,No,Unplaced,,,,
STU0300,Mechanical Engineering,2026,7.47,No,Unplaced,,,,
STU0301,Computer Science & Engineering,2024,8.48,Yes,Placed,Wipro,DevOps Engineer,5.9,Pune
STU0302,Information Technology,2025,8.04,Yes,Placed,Capgemini,Data Analyst,8.1,Bangalore
STU0303,Mechanical Engineering,2026,8.08,Yes,Unplaced,,,,
STU0304,Computer Science & Engineering,2025,7.6,Yes,Placed,Capgemini,Business Analyst,6.46,Hyderabad
STU0305,Computer Science & Engineering,2024,7.84,Yes,Placed,Wipro,Full Stack Developer,6.16,Bangalore
STU0306,Mechanical Engineering,2024,7.84,No,Placed,Cognizant,Full Stack Developer,5.77,Bangalore
STU0307,Computer Science & Engineering,2026,8.54,Yes,Placed,Deloitte,Cloud Associate,8.13,Pune
STU0308,Computer Science & Engineering,2026,7.69,Yes,Placed,Cisco,Systems Engineer,17.32,Chennai
STU0309,Information Technology,2025,6.0,Yes,Placed,TCS,Systems Engineer,5.76,Chennai
STU0310,Information Technology,2025,7.79,Yes,Placed,TCS,Systems Engineer,6.94,Chennai
STU0311,Civil Engineering,2024,8.44,Yes,Placed,Cognizant,Cloud Associate,7.51,Noida
STU0312,Computer Science & Engineering,2025,8.5,Yes,Unplaced,,,,
STU0313,Electronics & Communication,2026,6.81,No,Unplaced,,,,
STU0314,Mechanical Engineering,2024,7.42,Yes,Placed,Microsoft,Software Engineer,20.57,Chennai
STU0315,Mechanical Engineering,2025,7.45,Yes,Placed,Accenture,Software Engineer,7.25,Pune
STU0316,Electronics & Communication,2026,9.22,Yes,Placed,Google,Software Engineer,34.56,Pune
STU0317,Mechanical Engineering,2026,7.5,No,Placed,Accenture,DevOps Engineer,8.1,Bangalore
STU0318,Civil Engineering,2025,6.67,Yes,Placed,Infosys,Business Analyst,4.98,Bangalore
STU0319,Computer Science & Engineering,2024,9.72,Yes,Placed,TCS,Full Stack Developer,6.35,Bangalore
STU0320,Electronics & Communication,2023,8.47,Yes,Placed,IBM,Full Stack Developer,10.15,Bangalore
STU0321,Information Technology,2025,7.87,Yes,Placed,Accenture,Software Engineer,8.67,Bangalore
STU0322,Mechanical Engineering,2026,6.62,Yes,Placed,Wipro,Data Analyst,6.51,Hyderabad
STU0323,Mechanical Engineering,2023,6.0,Yes,Placed,Microsoft,QA Engineer,26.7,Gurgaon
STU0324,Information Technology,2025,7.67,No,Unplaced,,,,
STU0325,Electronics & Communication,2023,7.8,Yes,Placed,Wipro,Software Engineer,4.88,Hyderabad
STU0326,Computer Science & Engineering,2024,7.62,Yes,Placed,Accenture,Software Engineer,7.8,Noida
STU0327,Electronics & Communication,2024,8.6,No,Placed,Deloitte,Cloud Associate,8.49,Chennai
STU0328,Civil Engineering,2023,7.48,No,Unplaced,,,,
STU0329,Information Technology,2025,7.91,Yes,Unplaced,,,,
STU0330,Electronics & Communication,2026,7.91,Yes,Placed,Deloitte,Software Engineer,10.28,Bangalore
STU0331,Mechanical Engineering,2026,8.79,Yes,Placed,Deloitte,Systems Engineer,10.11,Hyderabad
STU0332,Computer Science & Engineering,2023,7.82,Yes,Placed,Accenture,Software Engineer,7.77,Hyderabad
STU0333,Computer Science & Engineering,2024,8.15,Yes,Placed,Cognizant,Full Stack Developer,7.57,Hyderabad
STU0334,Computer Science & Engineering,2025,6.54,No,Unplaced,,,,
STU0335,Computer Science & Engineering,2026,8.15,Yes,Placed,Wipro,Software Engineer,6.51,Bangalore
STU0336,Electronics & Communication,2023,8.01,Yes,Placed,Wipro,Full Stack Developer,4.47,Bangalore
STU0337,Computer Science & Engineering,2025,7.35,No,Unplaced,,,,
STU0338,Civil Engineering,2023,8.03,Yes,Placed,Infosys,Data Analyst,6.51,Chennai
STU0339,Mechanical Engineering,2023,7.61,No,Unplaced,,,,
STU0340,Computer Science & Engineering,2025,7.53,Yes,Placed,Accenture,Data Analyst,8.34,Hyderabad
STU0341,Information Technology,2026,6.88,No,Placed,Deloitte,Software Engineer,8.25,Pune
STU0342,Computer Science & Engineering,2025,7.93,No,Placed,TCS,Software Engineer,4.99,Pune
STU0343,Electronics & Communication,2024,7.87,Yes,Placed,Wipro,Software Engineer,4.37,Bangalore
STU0344,Electronics & Communication,2026,8.29,Yes,Placed,Accenture,Full Stack Developer,6.89,Bangalore
STU0345,Electronics & Communication,2026,8.37,Yes,Unplaced,,,,
STU0346,Computer Science & Engineering,2024,8.99,Yes,Placed,Accenture,Data Analyst,8.31,Bangalore
STU0347,Mechanical Engineering,2025,7.86,No,Unplaced,,,,
STU0348,Mechanical Engineering,2026,7.47,No,Unplaced,,,,
STU0349,Electronics & Communication,2024,8.75,Yes,Placed,Infosys,Systems Engineer,6.8,Bangalore
STU0350,Computer Science & Engineering,2023,7.48,Yes,Placed,Amazon,Cloud Associate,27.34,Bangalore
STU0351,Information Technology,2025,7.78,Yes,Unplaced,,,,
STU0352,Information Technology,2026,8.9,Yes,Placed,Google,QA Engineer,29.51,Hyderabad
STU0353,Computer Science & Engineering,2026,8.22,Yes,Placed,Accenture,Full Stack Developer,5.21,Pune
STU0354,Information Technology,2025,7.73,Yes,Placed,Accenture,Systems Engineer,7.9,Hyderabad
STU0355,Electronics & Communication,2025,9.33,Yes,Placed,Capgemini,Software Engineer,5.86,Hyderabad
STU0356,Computer Science & Engineering,2023,7.32,Yes,Placed,Infosys,Cloud Associate,5.7,Hyderabad
STU0357,Electronics & Communication,2023,8.44,No,Unplaced,,,,
STU0358,Civil Engineering,2024,8.22,Yes,Unplaced,,,,
STU0359,Computer Science & Engineering,2024,8.11,Yes,Unplaced,,,,
STU0360,Electronics & Communication,2026,8.05,Yes,Unplaced,,,,
STU0361,Information Technology,2025,8.27,Yes,Placed,Infosys,Systems Engineer,5.45,Hyderabad
STU0362,Computer Science & Engineering,2024,7.92,Yes,Placed,Deloitte,Software Engineer,8.91,Hyderabad
STU0363,Electronics & Communication,2024,7.88,Yes,Placed,Cisco,Cloud Associate,21.36,Pune
STU0364,Civil Engineering,2026,8.52,Yes,Unplaced,,,,
STU0365,Information Technology,2026,8.45,Yes,Placed,Capgemini,Data Analyst,6.57,Hyderabad
STU0366,Civil Engineering,2025,7.5,Yes,Placed,Infosys,Full Stack Developer,6.24,Pune
STU0367,Computer Science & Engineering,2024,8.6,Yes,Placed,Cognizant,Full Stack Developer,5.78,Hyderabad
STU0368,Mechanical Engineering,2025,7.65,No,Placed,Capgemini,QA Engineer,5.53,Pune
STU0369,Information Technology,2023,8.79,Yes,Placed,Wipro,Full Stack Developer,5.9,Pune
STU0370,Information Technology,2025,7.1,Yes,Placed,Wipro,Software Engineer,7.0,Bangalore
STU0371,Civil Engineering,2023,6.76,Yes,Placed,Wipro,Full Stack Developer,6.52,Bangalore
STU0372,Electronics & Communication,2023,7.29,Yes,Placed,Wipro,Software Engineer,6.75,Bangalore
STU0373,Electronics & Communication,2025,7.18,No,Unplaced,,,,
STU0374,Information Technology,2026,7.33,Yes,Placed,Infosys,Cloud Associate,5.25,Pune
STU0375,Computer Science & Engineering,2023,8.63,Yes,Placed,Google,Software Engineer,25.41,Pune
STU0376,Computer Science & Engineering,2025,7.11,Yes,Placed,Deloitte,Full Stack Developer,7.66,Gurgaon
STU0377,Civil Engineering,2025,7.72,No,Unplaced,,,,
STU0378,Information Technology,2025,8.76,Yes,Placed,Accenture,Full Stack Developer,6.24,Hyderabad
STU0379,Computer Science & Engineering,2024,7.92,Yes,Placed,Wipro,Full Stack Developer,6.26,Chennai
STU0380,Electronics & Communication,2025,7.95,No,Placed,Deloitte,Full Stack Developer,11.47,Bangalore
STU0381,Computer Science & Engineering,2023,7.13,No,Unplaced,,,,
STU0382,Electronics & Communication,2025,7.12,Yes,Placed,Infosys,Data Analyst,6.41,Bangalore
STU0383,Computer Science & Engineering,2023,8.03,No,Placed,Cisco,Software Engineer,17.51,Bangalore
STU0384,Computer Science & Engineering,2024,7.82,No,Unplaced,,,,
STU0385,Computer Science & Engineering,2026,8.13,Yes,Placed,Deloitte,QA Engineer,11.29,Chennai
STU0386,Electronics & Communication,2024,7.76,No,Placed,TCS,Data Analyst,6.31,Mumbai
STU0387,Civil Engineering,2026,8.6,Yes,Placed,TCS,Full Stack Developer,4.9,Bangalore
STU0388,Computer Science & Engineering,2024,9.0,Yes,Placed,Amazon,Cloud Associate,26.34,Pune
STU0389,Computer Science & Engineering,2025,7.55,No,Unplaced,,,,
STU0390,Information Technology,2023,7.14,Yes,Placed,Infosys,Data Analyst,6.18,Bangalore
STU0391,Computer Science & Engineering,2025,7.56,No,Placed,TCS,Cloud Associate,4.88,Bangalore
STU0392,Computer Science & Engineering,2024,8.21,Yes,Placed,Wipro,QA Engineer,5.55,Hyderabad
STU0393,Electronics & Communication,2026,7.26,No,Placed,Microsoft,QA Engineer,29.67,Bangalore
STU0394,Computer Science & Engineering,2024,7.3,Yes,Placed,Accenture,Systems Engineer,5.18,Bangalore
STU0395,Information Technology,2023,6.39,No,Unplaced,,,,
STU0396,Computer Science & Engineering,2024,7.15,Yes,Placed,Oracle,Full Stack Developer,18.66,Pune
STU0397,Mechanical Engineering,2026,8.95,Yes,Placed,Microsoft,Software Engineer,29.61,Pune
STU0398,Computer Science & Engineering,2025,8.27,Yes,Placed,TCS,Data Analyst,4.32,Hyderabad
STU0399,Computer Science & Engineering,2023,7.22,Yes,Unplaced,,,,
STU0400,Mechanical Engineering,2024,8.3,Yes,Placed,Wipro,QA Engineer,4.84,Noida
STU0401,Information Technology,2024,7.49,Yes,Unplaced,,,,
STU0402,Computer Science & Engineering,2024,6.0,No,Placed,Capgemini,Software Engineer,7.35,Hyderabad
STU0403,Computer Science & Engineering,2024,8.22,Yes,Placed,Infosys,Data Analyst,6.21,Bangalore
STU0404,Computer Science & Engineering,2026,8.4,Yes,Placed,Infosys,Data Analyst,6.69,Bangalore
STU0405,Mechanical Engineering,2024,8.24,Yes,Placed,Accenture,Data Analyst,5.22,Bangalore
STU0406,Information Technology,2024,7.67,Yes,Unplaced,,,,
STU0407,Information Technology,2024,7.64,Yes,Placed,Microsoft,Software Engineer,23.99,Hyderabad
STU0408,Information Technology,2023,8.67,Yes,Placed,JP Morgan,Software Engineer,19.24,Bangalore
STU0409,Civil Engineering,2023,7.43,Yes,Placed,Amazon,DevOps Engineer,22.62,Pune
STU0410,Computer Science & Engineering,2023,7.06,No,Placed,TCS,Business Analyst,6.27,Bangalore
STU0411,Mechanical Engineering,2026,9.15,Yes,Placed,JP Morgan,Data Analyst,16.12,Chennai
STU0412,Electronics & Communication,2023,7.96,No,Placed,Wipro,Software Engineer,6.19,Bangalore
STU0413,Electronics & Communication,2023,7.79,Yes,Unplaced,,,,
STU0414,Mechanical Engineering,2025,7.76,Yes,Unplaced,,,,
STU0415,Information Technology,2025,8.33,No,Placed,Cognizant,Systems Engineer,4.64,Bangalore
STU0416,Computer Science & Engineering,2024,8.15,Yes,Placed,JP Morgan,QA Engineer,19.01,Pune
STU0417,Civil Engineering,2026,7.97,Yes,Placed,Wipro,Business Analyst,6.23,Pune
STU0418,Computer Science & Engineering,2026,8.62,No,Placed,Wipro,Software Engineer,4.82,Hyderabad
STU0419,Computer Science & Engineering,2025,7.4,No,Unplaced,,,,
STU0420,Computer Science & Engineering,2025,7.78,No,Placed,Infosys,Cloud Associate,7.14,Chennai
STU0421,Computer Science & Engineering,2025,8.38,Yes,Placed,Deloitte,Data Analyst,10.93,Bangalore
STU0422,Information Technology,2024,6.76,Yes,Placed,Capgemini,Data Analyst,6.53,Bangalore
STU0423,Computer Science & Engineering,2023,9.27,Yes,Placed,Deloitte,Software Engineer,8.42,Noida
STU0424,Electronics & Communication,2026,8.14,No,Placed,Cognizant,QA Engineer,6.63,Pune
STU0425,Information Technology,2025,7.01,Yes,Placed,IBM,Software Engineer,11.33,Hyderabad
STU0426,Information Technology,2026,6.82,No,Placed,TCS,QA Engineer,6.65,Bangalore
STU0427,Electronics & Communication,2023,7.38,No,Placed,Cognizant,QA Engineer,4.9,Noida
STU0428,Information Technology,2024,7.8,Yes,Placed,Google,Data Analyst,26.21,Pune
STU0429,Computer Science & Engineering,2024,7.18,Yes,Placed,TCS,Systems Engineer,6.3,Hyderabad
STU0430,Mechanical Engineering,2023,8.64,Yes,Placed,Cognizant,Data Analyst,6.06,Bangalore
STU0431,Electronics & Communication,2024,6.23,No,Placed,IBM,Data Analyst,7.81,Hyderabad
STU0432,Electronics & Communication,2023,8.28,No,Placed,Accenture,Software Engineer,8.28,Bangalore
STU0433,Computer Science & Engineering,2023,6.83,Yes,Placed,JP Morgan,Software Engineer,15.61,Pune
STU0434,Civil Engineering,2025,7.31,Yes,Unplaced,,,,
STU0435,Mechanical Engineering,2026,7.94,Yes,Placed,Capgemini,Full Stack Developer,6.02,Bangalore
STU0436,Computer Science & Engineering,2025,6.22,No,Unplaced,,,,
STU0437,Information Technology,2026,7.78,Yes,Placed,Accenture,Software Engineer,6.97,Pune
STU0438,Computer Science & Engineering,2023,8.96,Yes,Placed,TCS,Data Analyst,5.0,Pune
STU0439,Computer Science & Engineering,2023,7.52,No,Placed,Infosys,Data Analyst,5.69,Noida
STU0440,Computer Science & Engineering,2024,8.87,Yes,Placed,Accenture,Data Analyst,8.57,Bangalore
STU0441,Mechanical Engineering,2024,7.73,Yes,Placed,IBM,DevOps Engineer,8.44,Bangalore
STU0442,Electronics & Communication,2026,7.12,Yes,Placed,IBM,Cloud Associate,10.63,Bangalore
STU0443,Computer Science & Engineering,2026,6.74,Yes,Placed,TCS,Software Engineer,4.11,Bangalore
STU0444,Mechanical Engineering,2023,9.0,Yes,Placed,Amazon,Systems Engineer,29.6,Pune
STU0445,Computer Science & Engineering,2024,8.13,Yes,Placed,IBM,QA Engineer,7.07,Pune
STU0446,Electronics & Communication,2023,7.53,Yes,Placed,Cognizant,Software Engineer,6.85,Bangalore
STU0447,Information Technology,2023,6.81,Yes,Placed,Deloitte,Business Analyst,8.9,Hyderabad
STU0448,Information Technology,2025,7.57,Yes,Placed,Deloitte,Data Analyst,10.18,Chennai
STU0449,Information Technology,2024,8.31,Yes,Placed,Google,Cloud Associate,32.43,Bangalore
STU0450,Computer Science & Engineering,2024,9.21,Yes,Placed,Google,Business Analyst,32.25,Hyderabad
STU0451,Computer Science & Engineering,2024,8.24,Yes,Placed,TCS,Software Engineer,6.14,Hyderabad
STU0452,Information Technology,2024,7.28,Yes,Unplaced,,,,
STU0453,Computer Science & Engineering,2026,6.6,Yes,Unplaced,,,,
STU0454,Electronics & Communication,2025,7.04,No,Placed,Accenture,Software Engineer,6.3,Hyderabad
STU0455,Information Technology,2025,6.56,Yes,Placed,Capgemini,Systems Engineer,8.08,Pune
STU0456,Computer Science & Engineering,2025,6.95,Yes,Placed,Accenture,Data Analyst,6.27,Gurgaon
STU0457,Civil Engineering,2025,7.07,No,Unplaced,,,,
STU0458,Mechanical Engineering,2026,7.2,Yes,Placed,Infosys,Full Stack Developer,4.59,Hyderabad
STU0459,Information Technology,2024,6.65,Yes,Placed,Oracle,Software Engineer,18.72,Mumbai
STU0460,Computer Science & Engineering,2025,7.5,Yes,Unplaced,,,,
STU0461,Computer Science & Engineering,2026,9.0,Yes,Placed,Cisco,Software Engineer,17.08,Hyderabad
STU0462,Mechanical Engineering,2024,6.46,No,Unplaced,,,,
STU0463,Information Technology,2026,6.64,Yes,Placed,Cognizant,DevOps Engineer,7.94,Chennai
STU0464,Information Technology,2025,7.3,Yes,Placed,Wipro,Data Analyst,5.94,Gurgaon
STU0465,Information Technology,2026,7.17,Yes,Placed,Accenture,Full Stack Developer,7.39,Chennai
STU0466,Information Technology,2023,7.51,Yes,Placed,Google,Business Analyst,28.57,Bangalore
STU0467,Computer Science & Engineering,2024,7.79,No,Unplaced,,,,
STU0468,Mechanical Engineering,2024,6.69,No,Unplaced,,,,
STU0469,Computer Science & Engineering,2023,9.06,Yes,Placed,Cisco,Software Engineer,19.81,Hyderabad
STU0470,Electronics & Communication,2025,9.42,Yes,Placed,JP Morgan,Cloud Associate,16.34,Hyderabad
STU0471,Mechanical Engineering,2023,8.68,Yes,Placed,Wipro,Business Analyst,5.26,Pune
STU0472,Computer Science & Engineering,2026,7.44,Yes,Placed,Accenture,Cloud Associate,5.97,Chennai
STU0473,Computer Science & Engineering,2023,8.17,Yes,Placed,TCS,Software Engineer,6.18,Bangalore
STU0474,Civil Engineering,2025,7.87,No,Unplaced,,,,
STU0475,Civil Engineering,2023,7.2,No,Unplaced,,,,
STU0476,Electronics & Communication,2024,7.35,Yes,Unplaced,,,,
STU0477,Electronics & Communication,2025,7.93,No,Placed,Microsoft,DevOps Engineer,23.89,Bangalore
STU0478,Information Technology,2025,7.2,No,Unplaced,,,,
STU0479,Information Technology,2023,7.92,Yes,Placed,Google,Software Engineer,29.43,Hyderabad
STU0480,Electronics & Communication,2023,7.26,Yes,Placed,Infosys,Software Engineer,5.67,Pune
STU0481,Information Technology,2026,8.14,Yes,Unplaced,,,,
STU0482,Information Technology,2026,6.39,Yes,Placed,Accenture,Software Engineer,8.84,Hyderabad
STU0483,Electronics & Communication,2024,8.16,No,Unplaced,,,,
STU0484,Information Technology,2023,8.88,Yes,Placed,Microsoft,Software Engineer,21.4,Pune
STU0485,Information Technology,2026,7.23,No,Unplaced,,,,
STU0486,Computer Science & Engineering,2024,7.07,Yes,Placed,Accenture,Systems Engineer,7.09,Gurgaon
STU0487,Civil Engineering,2023,8.63,Yes,Placed,Accenture,Data Analyst,5.06,Gurgaon
STU0488,Electronics & Communication,2026,8.81,Yes,Placed,Infosys,Full Stack Developer,6.91,Chennai
STU0489,Computer Science & Engineering,2025,7.13,No,Placed,Microsoft,Software Engineer,21.73,Bangalore
STU0490,Electronics & Communication,2025,7.64,Yes,Placed,Capgemini,Full Stack Developer,7.14,Bangalore
STU0491,Computer Science & Engineering,2023,8.9,Yes,Placed,Google,Full Stack Developer,28.8,Noida
STU0492,Electronics & Communication,2025,8.51,Yes,Placed,Wipro,DevOps Engineer,4.78,Mumbai
STU0493,Information Technology,2024,7.44,Yes,Placed,JP Morgan,Software Engineer,18.74,Pune
STU0494,Information Technology,2023,7.44,Yes,Placed,Cognizant,Software Engineer,7.74,Chennai
STU0495,Computer Science & Engineering,2024,6.8,Yes,Placed,Cisco,Software Engineer,15.82,Hyderabad
STU0496,Computer Science & Engineering,2025,8.23,Yes,Placed,Accenture,Full Stack Developer,5.71,Hyderabad
STU0497,Computer Science & Engineering,2023,7.74,Yes,Placed,Cognizant,Software Engineer,5.27,Bangalore
STU0498,Information Technology,2025,7.57,Yes,Placed,JP Morgan,Business Analyst,19.92,Bangalore
STU0499,Mechanical Engineering,2024,7.3,No,Unplaced,,,,
STU0500,Information Technology,2023,8.09,No,Unplaced,,,,
STU0501,Information Technology,2024,8.33,Yes,Placed,Cognizant,Full Stack Developer,6.93,Bangalore
STU0502,Electronics & Communication,2023,6.63,No,Placed,Cognizant,Cloud Associate,7.5,Bangalore
STU0503,Mechanical Engineering,2024,8.05,Yes,Unplaced,,,,
STU0504,Mechanical Engineering,2024,7.06,Yes,Placed,Accenture,Software Engineer,7.3,Pune
STU0505,Civil Engineering,2025,8.53,Yes,Placed,Microsoft,Data Analyst,23.66,Pune
STU0506,Civil Engineering,2024,7.42,Yes,Unplaced,,,,
STU0507,Information Technology,2024,7.56,Yes,Placed,Wipro,Cloud Associate,4.57,Pune
STU0508,Electronics & Communication,2026,7.23,No,Unplaced,,,,
STU0509,Mechanical Engineering,2024,9.44,Yes,Placed,Microsoft,Business Analyst,24.96,Hyderabad
STU0510,Information Technology,2025,8.73,No,Placed,TCS,Software Engineer,6.21,Bangalore
STU0511,Electronics & Communication,2024,7.18,Yes,Unplaced,,,,
STU0512,Computer Science & Engineering,2023,8.87,Yes,Placed,Google,Software Engineer,32.01,Hyderabad
STU0513,Electronics & Communication,2024,9.45,Yes,Placed,Google,Full Stack Developer,29.47,Hyderabad
STU0514,Computer Science & Engineering,2024,7.58,Yes,Placed,Deloitte,Systems Engineer,8.86,Hyderabad
STU0515,Civil Engineering,2023,8.9,Yes,Placed,JP Morgan,QA Engineer,20.67,Pune
STU0516,Electronics & Communication,2025,7.65,No,Placed,Wipro,Full Stack Developer,5.12,Chennai
STU0517,Computer Science & Engineering,2025,8.2,Yes,Placed,Wipro,Cloud Associate,5.54,Bangalore
STU0518,Information Technology,2025,8.83,Yes,Placed,TCS,Software Engineer,5.16,Bangalore
STU0519,Computer Science & Engineering,2025,6.0,No,Placed,Capgemini,Full Stack Developer,8.39,Gurgaon
STU0520,Computer Science & Engineering,2024,8.76,No,Placed,Infosys,Data Analyst,7.3,Hyderabad
STU0521,Information Technology,2025,7.5,Yes,Placed,Wipro,Full Stack Developer,6.67,Hyderabad
STU0522,Information Technology,2023,6.47,Yes,Unplaced,,,,
STU0523,Electronics & Communication,2026,6.99,No,Placed,Cisco,DevOps Engineer,16.22,Bangalore
STU0524,Information Technology,2024,8.34,Yes,Unplaced,,,,
STU0525,Information Technology,2025,8.14,Yes,Placed,Deloitte,Software Engineer,8.23,Hyderabad
STU0526,Computer Science & Engineering,2025,7.43,No,Placed,Cognizant,Software Engineer,5.14,Chennai
STU0527,Mechanical Engineering,2025,7.44,No,Placed,Wipro,Software Engineer,6.67,Hyderabad
STU0528,Computer Science & Engineering,2026,9.08,Yes,Placed,JP Morgan,Business Analyst,20.13,Hyderabad
STU0529,Information Technology,2026,8.19,Yes,Placed,Deloitte,DevOps Engineer,9.49,Hyderabad
STU0530,Computer Science & Engineering,2025,8.15,Yes,Placed,Infosys,DevOps Engineer,5.13,Hyderabad
STU0531,Computer Science & Engineering,2025,7.34,Yes,Placed,TCS,Software Engineer,6.73,Bangalore
STU0532,Civil Engineering,2023,8.09,No,Placed,TCS,Business Analyst,4.27,Noida
STU0533,Computer Science & Engineering,2025,7.77,Yes,Placed,Cognizant,Software Engineer,7.87,Chennai
STU0534,Civil Engineering,2026,7.22,Yes,Placed,JP Morgan,Full Stack Developer,15.81,Hyderabad
STU0535,Information Technology,2026,7.48,Yes,Placed,Wipro,Full Stack Developer,4.32,Bangalore
STU0536,Electronics & Communication,2025,8.73,No,Placed,TCS,Full Stack Developer,6.95,Gurgaon
STU0537,Information Technology,2023,7.27,Yes,Placed,TCS,DevOps Engineer,6.09,Pune
STU0538,Information Technology,2023,6.72,Yes,Placed,TCS,QA Engineer,5.5,Chennai
STU0539,Civil Engineering,2024,6.81,No,Unplaced,,,,
STU0540,Computer Science & Engineering,2024,6.05,Yes,Placed,Cognizant,Full Stack Developer,7.41,Bangalore
STU0541,Computer Science & Engineering,2025,8.13,Yes,Placed,Accenture,Software Engineer,6.96,Bangalore
STU0542,Civil Engineering,2023,8.04,Yes,Placed,Capgemini,Software Engineer,6.44,Bangalore
STU0543,Computer Science & Engineering,2024,7.53,No,Placed,Wipro,Data Analyst,5.86,Hyderabad
STU0544,Information Technology,2025,8.63,No,Placed,TCS,Full Stack Developer,6.93,Bangalore
STU0545,Computer Science & Engineering,2025,9.62,Yes,Placed,Google,Software Engineer,22.73,Bangalore
STU0546,Mechanical Engineering,2023,8.15,Yes,Placed,Infosys,Business Analyst,5.88,Hyderabad
STU0547,Computer Science & Engineering,2024,8.58,Yes,Placed,Cisco,Full Stack Developer,19.4,Hyderabad
STU0548,Electronics & Communication,2024,7.95,Yes,Placed,Wipro,Software Engineer,5.06,Mumbai
STU0549,Electronics & Communication,2023,8.06,Yes,Placed,Infosys,Cloud Associate,6.89,Bangalore
STU0550,Electronics & Communication,2024,7.54,Yes,Placed,Cognizant,Software Engineer,5.13,Pune
STU0551,Information Technology,2025,8.75,Yes,Placed,Capgemini,Systems Engineer,8.16,Pune
STU0552,Information Technology,2023,6.06,Yes,Unplaced,,,,
STU0553,Mechanical Engineering,2026,6.75,Yes,Placed,Accenture,Software Engineer,6.62,Bangalore
STU0554,Information Technology,2026,6.62,Yes,Placed,Deloitte,QA Engineer,8.66,Pune
STU0555,Information Technology,2023,8.08,Yes,Placed,Accenture,Full Stack Developer,8.54,Chennai
STU0556,Computer Science & Engineering,2025,7.58,No,Placed,Capgemini,Systems Engineer,8.31,Bangalore
STU0557,Information Technology,2026,7.23,Yes,Unplaced,,,,
STU0558,Computer Science & Engineering,2023,9.33,Yes,Placed,JP Morgan,Systems Engineer,17.75,Bangalore
STU0559,Civil Engineering,2026,8.59,Yes,Placed,IBM,Cloud Associate,6.69,Chennai
STU0560,Information Technology,2024,7.54,No,Placed,Capgemini,Business Analyst,5.25,Gurgaon
STU0561,Civil Engineering,2026,7.22,No,Placed,Capgemini,Full Stack Developer,5.39,Bangalore
STU0562,Computer Science & Engineering,2023,9.74,Yes,Placed,Infosys,Systems Engineer,5.77,Bangalore
STU0563,Information Technology,2025,8.39,Yes,Placed,Deloitte,Data Analyst,9.5,Bangalore
STU0564,Information Technology,2023,6.57,Yes,Unplaced,,,,
STU0565,Information Technology,2026,8.2,Yes,Placed,TCS,Business Analyst,4.55,Noida
STU0566,Computer Science & Engineering,2023,8.24,Yes,Placed,JP Morgan,Cloud Associate,15.98,Bangalore
STU0567,Electronics & Communication,2023,8.35,Yes,Placed,Oracle,Cloud Associate,15.63,Bangalore
STU0568,Civil Engineering,2026,7.71,Yes,Placed,TCS,Software Engineer,4.62,Chennai
STU0569,Computer Science & Engineering,2026,9.9,Yes,Placed,TCS,Software Engineer,4.03,Bangalore
STU0570,Electronics & Communication,2025,8.27,Yes,Placed,Microsoft,Software Engineer,23.33,Gurgaon
STU0571,Electronics & Communication,2023,7.82,Yes,Placed,IBM,Software Engineer,6.73,Bangalore
STU0572,Computer Science & Engineering,2024,9.03,Yes,Placed,Microsoft,DevOps Engineer,24.99,Bangalore
STU0573,Mechanical Engineering,2024,8.78,Yes,Placed,JP Morgan,Software Engineer,21.64,Gurgaon
STU0574,Computer Science & Engineering,2023,6.14,Yes,Placed,TCS,Business Analyst,4.35,Hyderabad
STU0575,Information Technology,2023,7.76,Yes,Placed,Deloitte,Software Engineer,9.79,Gurgaon
STU0576,Civil Engineering,2023,7.38,No,Placed,Oracle,Full Stack Developer,13.97,Bangalore
STU0577,Electronics & Communication,2025,6.96,No,Unplaced,,,,
STU0578,Computer Science & Engineering,2026,8.55,Yes,Placed,Amazon,Cloud Associate,31.59,Noida
STU0579,Computer Science & Engineering,2023,7.38,Yes,Unplaced,,,,
STU0580,Information Technology,2023,7.26,No,Unplaced,,,,
STU0581,Mechanical Engineering,2023,7.98,No,Unplaced,,,,
STU0582,Information Technology,2024,7.17,No,Placed,Accenture,Cloud Associate,5.53,Chennai
